date,AUDEUR Curncy,BRLEUR Curncy,CADEUR Curncy,CHFEUR Curncy,CNYEUR Curncy,CZKEUR Curncy,DKKEUR Curncy,GBPEUR Curncy,GBpEUR Curncy,HKDEUR Curncy,ILSEUR Curncy,INREUR Curncy,ISKEUR Curncy,JPYEUR Curncy,NOKEUR Curncy,NZDEUR Curncy,PKREUR Curncy,PLNEUR Curncy,RUBEUR Curncy,SEKEUR Curncy,SGDEUR Curncy,USDEUR Curncy,XAGEUR Curncy,XAUEUR Curncy,ZAREUR Curncy
2013-07-10,0.7069,0.3404,0.7364,0.8044,0.12565,0.0386,0.1341,1.1569,1.1569,0.0994,0.212,0.01284,0.616,0.77328,0.1266,0.6039,0.007705,0.23045,0.0234,0.11488,0.6062,0.7708,14.9436,970.98,0.0772
2013-07-11,0.7016,0.3386,0.7365,0.8063,0.12452,0.0385,0.1341,1.1594,1.1594,0.0984,0.2123,0.01276,0.6207,0.77157,0.1261,0.5996,0.00763,0.23166,0.0234,0.11469,0.6065,0.7636,15.3997,981.92,0.0764
2013-07-12,0.6924,0.33753,0.736,0.8085,0.12467,0.0385,0.1341,1.1561,1.1561,0.0986,0.2125,0.01278,0.6242,0.77131,0.1262,0.595,0.007641,0.23273,0.0235,0.1148,0.6062,0.7653,15.2578,983.89,0.0767
2013-07-15,0.6965,0.34458,0.7342,0.8072,0.12473,0.0385,0.1341,1.156,1.156,0.0987,0.214,0.01296,0.6271,0.76664,0.1263,0.5978,0.007634,0.23334,0.0235,0.11465,0.6066,0.7655,15.2933,983.47,0.0775
2013-07-16,0.703,0.3371,0.7326,0.809,0.12383,0.0386,0.1341,1.1518,1.1518,0.0979,0.2134,0.01281,0.6267,0.76664,0.1269,0.5998,0.00757,0.23517,0.0234,0.11543,0.6033,0.7598,15.2098,981.71,0.0771
2013-07-17,0.7039,0.34231,0.7322,0.8097,0.12419,0.0386,0.1341,1.159,1.159,0.0982,0.213,0.01284,0.6303,0.76512,0.1272,0.6024,0.007583,0.23549,0.0236,0.11601,0.6042,0.7619,14.7333,972.24,0.0775
2013-07-18,0.6995,0.34233,0.735,0.8075,0.12422,0.0386,0.1341,1.1615,1.1615,0.0983,0.2131,0.01277,0.6287,0.75947,0.1275,0.6027,0.007567,0.23576,0.0235,0.11607,0.6023,0.7628,14.8005,979.65,0.0768
2013-07-19,0.6978,0.33852,0.7338,0.8085,0.12395,0.0386,0.1341,1.1616,1.1616,0.0981,0.213,0.01281,0.6287,0.75598,0.1275,0.6029,0.007559,0.23609,0.0235,0.11642,0.6008,0.7609,14.8466,986.06,0.0771
2013-07-22,0.7015,0.33967,0.7339,0.8101,0.12349,0.0386,0.1341,1.1649,1.1649,0.0977,0.2125,0.01278,0.6284,0.76094,0.1278,0.6044,0.007532,0.23738,0.0235,0.11689,0.6017,0.7584,15.593,1013.09,0.0772
2013-07-23,0.703,0.34163,0.7351,0.8089,0.12322,0.0385,0.1341,1.1622,1.1622,0.0975,0.2118,0.01274,0.6271,0.76061,0.1287,0.6048,0.007512,0.23785,0.0234,0.11732,0.5985,0.7563,15.4934,1017.38,0.0781
2013-07-24,0.6941,0.33661,0.7345,0.8081,0.12346,0.0386,0.1341,1.1601,1.1601,0.0976,0.2113,0.01279,0.6268,0.75553,0.1278,0.6009,0.00752,0.23639,0.0233,0.11644,0.5977,0.7575,15.2936,1001.52,0.0774
2013-07-25,0.6965,0.33583,0.7326,0.81,0.12277,0.0386,0.1341,1.1592,1.1592,0.0971,0.2105,0.01277,0.623,0.75855,0.1276,0.6087,0.007443,0.23633,0.023,0.11618,0.5957,0.7532,15.2516,1004.49,0.0775
2013-07-26,0.6978,0.33377,0.7326,0.8112,0.12282,0.0386,0.1341,1.1583,1.1583,0.0971,0.2103,0.01275,0.6276,0.76644,0.1271,0.6089,0.007432,0.23625,0.0229,0.11614,0.5957,0.753,15.0661,1003.93,0.0771
2013-07-29,0.6941,0.33239,0.7345,0.8098,0.12296,0.0387,0.1341,1.1566,1.1566,0.0972,0.211,0.01266,0.6297,0.76976,0.127,0.6058,0.007403,0.23776,0.023,0.11641,0.5951,0.7541,14.9819,1001.38,0.077
2013-07-30,0.6833,0.33042,0.7317,0.8109,0.12297,0.0387,0.1341,1.149,1.149,0.0972,0.2108,0.0124,0.6325,0.76917,0.127,0.6022,0.007406,0.23638,0.0229,0.11502,0.5932,0.754,14.8842,1000.08,0.0769
2013-07-31,0.6753,0.33021,0.7315,0.8118,0.12266,0.0386,0.1341,1.1433,1.1433,0.0969,0.2109,0.01239,0.6315,0.76797,0.1276,0.6002,0.007396,0.2352,0.0228,0.11538,0.5915,0.7517,14.9274,996.29,0.0761
2013-08-01,0.6758,0.3286,0.7318,0.8082,0.12351,0.0385,0.1341,1.1449,1.1449,0.0976,0.2124,0.01253,0.6343,0.76063,0.1273,0.5975,0.007438,0.23458,0.0229,0.11455,0.5932,0.7571,14.8581,992.0,0.0759
2013-08-02,0.6708,0.32929,0.7248,0.8106,0.12288,0.0387,0.1342,1.1516,1.1516,0.0971,0.2112,0.01232,0.6344,0.76131,0.1268,0.5895,0.007382,0.23621,0.0229,0.11404,0.5923,0.7529,14.9883,988.05,0.0766
2013-08-05,0.6735,0.32708,0.728,0.8133,0.12315,0.0386,0.1341,1.1582,1.1582,0.0972,0.2123,0.01239,0.6341,0.76729,0.1273,0.5902,0.007391,0.23739,0.0229,0.1146,0.5943,0.7542,14.8721,982.76,0.0766
2013-08-06,0.6754,0.3269,0.7244,0.8118,0.12278,0.0385,0.1341,1.1536,1.1536,0.0969,0.2118,0.01237,0.6341,0.76897,0.127,0.5938,0.00736,0.23773,0.0228,0.11472,0.5934,0.7516,14.6741,964.38,0.0757
2013-08-07,0.6749,0.32398,0.7194,0.8135,0.12253,0.0386,0.1341,1.1614,1.1614,0.0967,0.2112,0.01225,0.6333,0.77837,0.1271,0.5978,0.007336,0.23748,0.0227,0.11516,0.5919,0.7498,14.6885,965.47,0.0753
2013-08-08,0.6804,0.32726,0.7236,0.8121,0.1221,0.0387,0.1341,1.1613,1.1613,0.0964,0.2116,0.01233,0.6331,0.77271,0.1265,0.5985,0.007311,0.23846,0.0228,0.11512,0.5932,0.7473,15.143,981.52,0.0757
2013-08-09,0.6894,0.32992,0.7285,0.8126,0.12243,0.0387,0.1341,1.1619,1.1619,0.0966,0.2122,0.01235,0.633,0.77916,0.1281,0.6024,0.00733,0.23889,0.0228,0.11529,0.5961,0.7495,15.4067,985.22,0.0763
2013-08-12,0.6878,0.32864,0.7295,0.8122,0.12281,0.0387,0.1341,1.1623999999999999,1.1624,0.0969,0.2122,0.01225,0.6318,0.77587,0.128,0.6022,0.007308,0.23843,0.0228,0.11515,0.5954,0.7519,16.0914,1006.39,0.076
2013-08-13,0.6873,0.32577,0.7289,0.8081,0.12316,0.0386,0.1341,1.1648,1.1648,0.0972,0.2121,0.01227,0.6269,0.76776,0.128,0.6004,0.007356,0.23832,0.0228,0.11537,0.5947,0.754,16.1903,996.54,0.0754
2013-08-14,0.6882,0.32449,0.7295,0.8064,0.12328,0.0388,0.1341,1.1694,1.1694,0.0973,0.2113,0.0123,0.6257,0.76873,0.128,0.6056,0.007357,0.23774,0.0228,0.11582,0.5941,0.7544,16.5045,1007.99,0.0756
2013-08-15,0.685,0.32007,0.727,0.809,0.12257,0.0387,0.1341,1.172,1.172,0.0966,0.2104,0.0122,0.6224,0.7694,0.1268,0.6049,0.007297,0.23665,0.0227,0.11513,0.5905,0.7494,17.227899999999998,1023.68,0.075
2013-08-16,0.6891,0.31351,0.7257,0.8098,0.12269,0.0388,0.1341,1.1724999999999999,1.1725,0.0967,0.2102,0.01217,0.6254,0.76916,0.1268,0.6079,0.007292,0.23624,0.0228,0.11518,0.5906,0.7503,17.4482,1032.88,0.0743
2013-08-19,0.6831,0.3108,0.7249,0.8115,0.12248,0.0387,0.1341,1.1735,1.1735,0.0967,0.2098,0.01174,0.6242,0.76864,0.1267,0.605,0.00727,0.23521,0.0228,0.11522,0.5871,0.7499,17.3751,1024.39,0.0735
2013-08-20,0.6761,0.31137,0.7172,0.8125,0.12169,0.0388,0.1341,1.1678,1.1678,0.0961,0.21,0.01179,0.6218,0.76624,0.1252,0.5947,0.007223,0.2363,0.0226,0.11488,0.585,0.7454,17.1589,1021.99,0.0734
2013-08-21,0.6717,0.30516,0.7148,0.8119,0.12227,0.0388,0.1341,1.173,1.173,0.0966,0.2094,0.01154,0.6226,0.76641,0.1231,0.5875,0.007229,0.23524,0.0226,0.11395,0.5833,0.7487,17.1338,1023.34,0.0721
2013-08-22,0.6745,0.30742,0.7119,0.8109,0.12231,0.0389,0.1341,1.1671,1.1671,0.0965,0.2085,0.0116,0.6211,0.75847,0.1226,0.5862,0.007227,0.23541,0.0227,0.11484,0.5838,0.7487,17.3143,1030.36,0.0728
2013-08-23,0.6747,0.31802,0.7114,0.81,0.12199,0.039,0.134,1.1632,1.1632,0.0963,0.2081,0.01174,0.6223,0.75634,0.1242,0.5835,0.00721,0.23656,0.0226,0.1151,0.584,0.7473,17.9898,1044.13,0.0729
2013-08-26,0.6755,0.31432,0.7124,0.8104,0.12221,0.039,0.1341,1.1652,1.1652,0.0964,0.2073,0.01165,0.6223,0.75943,0.1239,0.5874,0.007212,0.23616,0.0226,0.11489,0.5839,0.748,18.1934,1050.75,0.0724
2013-08-27,0.6708,0.31473,0.7128,0.8138,0.12197,0.0389,0.134,1.1609,1.1609,0.0963,0.2042,0.01126,0.6224,0.76953,0.1241,0.5822,0.007197,0.23532,0.0225,0.11511,0.5822,0.7467,18.27,1056.58,0.0719
2013-08-28,0.6702,0.31967,0.7149,0.813,0.1225,0.0389,0.1341,1.1639,1.1639,0.0967,0.2052,0.01113,0.626,0.76782,0.1239,0.5846,0.007214,0.23333,0.0226,0.11525,0.5873,0.7497,18.2634,1062.71,0.0727
2013-08-29,0.6744,0.32008,0.7169,0.8113,0.1234,0.0389,0.1341,1.1709,1.1709,0.0974,0.2084,0.01135,0.6281,0.7679,0.1239,0.5868,0.007233,0.23354,0.0227,0.11462,0.5923,0.7552,18.0373,1063.22,0.0729
2013-08-30,0.6731,0.31717,0.7177,0.8134,0.12357,0.0388,0.1341,1.1726,1.1726,0.0975,0.2089,0.01143,0.631,0.77038,0.1237,0.5844,0.007239,0.23416,0.0227,0.11426,0.593,0.7564,17.790399999999998,1055.25,0.0736
2013-09-02,0.6805,0.31875,0.7189,0.8112,0.12386,0.039,0.1341,1.1783,1.1783,0.0978,0.2095,0.01143,0.6298,0.76311,0.1246,0.592,0.007229,0.2348,0.0227,0.11475,0.595,0.758,18.3233,1054.09,0.0737
2013-09-03,0.6881,0.32194,0.7208,0.8107,0.12406,0.0388,0.1341,1.1812,1.1812,0.0979,0.208,0.01106,0.6267,0.76255,0.1251,0.5923,0.007242,0.23397,0.0227,0.11469,0.5938,0.7593,18.4339,1072.41,0.0735
2013-09-04,0.6945,0.32084,0.7214,0.8095,0.12374,0.0388,0.1341,1.1832,1.1832,0.0976,0.2075,0.01143,0.625,0.75902,0.125,0.5986,0.007223,0.23385,0.0227,0.11487,0.594,0.7572,17.7893,1053.66,0.0739
2013-09-05,0.6952,0.32787,0.7255,0.8066,0.12457,0.0388,0.1341,1.1882,1.1882,0.0983,0.2086,0.01153,0.6249,0.76136,0.1245,0.6009,0.007268,0.23251,0.0228,0.11412,0.595,0.7622,17.6718,1042.34,0.0745
2013-09-06,0.6968,0.3289,0.7287,0.8092,0.12398,0.0388,0.1341,1.1862,1.1862,0.0978,0.208,0.01162,0.6238,0.76548,0.1248,0.6069,0.007248,0.23369,0.0228,0.11446,0.5956,0.7589,18.1037,1055.99,0.0758
2013-09-09,0.6962,0.33155,0.7272,0.8092,0.12325,0.0387,0.1341,1.184,1.184,0.0973,0.2089,0.01177,0.623,0.75765,0.1255,0.6049,0.007209,0.23415,0.0228,0.11501,0.5946,0.7544,17.8933,1046.4,0.0758
2013-09-10,0.7019,0.33018,0.7282,0.8063,0.12314,0.0387,0.1341,1.1859,1.1859,0.0972,0.2104,0.01181,0.6217,0.75079,0.1273,0.6081,0.007189,0.23562,0.0229,0.11517,0.5941,0.7537,17.3231,1028.01,0.0755
2013-09-11,0.7008,0.33008,0.728,0.8074,0.12277,0.0388,0.1341,1.1883,1.1883,0.0969,0.2111,0.01189,0.6202,0.75211,0.1271,0.6071,0.007169,0.23728,0.0229,0.11518,0.5933,0.7512,17.4273,1025.73,0.0761
2013-09-12,0.6972,0.33056,0.7284,0.808,0.12291,0.0387,0.1341,1.1884000000000001,1.1884,0.097,0.2117,0.01182,0.6177,0.75533,0.1278,0.6119,0.007169,0.23701,0.023,0.11532,0.5932,0.752,16.3902,993.84,0.0754
2013-09-13,0.6953,0.32966,0.7264,0.8091,0.12291,0.0388,0.1341,1.194,1.194,0.097,0.2121,0.01188,0.6165,0.75677,0.1268,0.6116,0.007166,0.23781,0.0232,0.11469,0.5926,0.7521,16.7127,997.24,0.0758
2013-09-16,0.6988,0.32831,0.7264,0.8087,0.12254,0.0388,0.1341,1.1921,1.1921,0.0967,0.2121,0.01184,0.6166,0.75712,0.1269,0.6128,0.007138,0.23799,0.0232,0.11512,0.5943,0.75,16.3588,984.44,0.0764
2013-09-17,0.7003,0.33178,0.7271,0.8085,0.12229,0.0389,0.1341,1.1905000000000001,1.1905,0.0965,0.2117,0.01184,0.6172,0.75519,0.1267,0.6166,0.007128,0.23711,0.0232,0.11575,0.5943,0.7485,16.282,981.07,0.0764
2013-09-18,0.704,0.33828,0.7235,0.8109,0.12081,0.0388,0.1341,1.194,1.194,0.0954,0.2119,0.01162,0.6167,0.75506,0.1271,0.619,0.006995,0.23996,0.0229,0.11609,0.5932,0.7395,16.9765,1007.98,0.0771
2013-09-19,0.6976,0.33574,0.72,0.8117,0.12075,0.0388,0.1341,1.185,1.185,0.0953,0.2114,0.01188,0.6184,0.74308,0.1268,0.6191,0.006993,0.23795,0.0233,0.1166,0.5929,0.7391,17.0553,1009.83,0.0762
2013-09-20,0.6946,0.33446,0.7176,0.8122,0.12081,0.0388,0.1341,1.1834,1.1834,0.0954,0.2105,0.01188,0.6162,0.74421,0.1246,0.6187,0.007001,0.23658,0.0232,0.11616,0.5908,0.7395,16.102,980.38,0.0748
2013-09-23,0.699,0.33713,0.7206,0.8136,0.12108,0.0385,0.1341,1.1889,1.1889,0.0956,0.2098,0.01184,0.6145,0.74987,0.1253,0.6206,0.006998,0.23654,0.0233,0.11604,0.5929,0.7411,16.0575,980.29,0.0753
2013-09-24,0.697,0.33721,0.7206,0.8131,0.12129,0.0386,0.1341,1.1878,1.1878,0.0957,0.2098,0.01183,0.6106,0.75161,0.1242,0.6147,0.006988,0.23742,0.0233,0.11597,0.5917,0.7422,16.108,982.13,0.0752
2013-09-25,0.6925,0.33118,0.7168,0.8131,0.12081,0.0387,0.1341,1.1888,1.1888,0.0953,0.208,0.01188,0.6088,0.75109,0.1231,0.6092,0.006946,0.23705,0.0231,0.1152,0.5894,0.7393,16.1148,986.6,0.074
2013-09-26,0.6941,0.33029,0.7191,0.8145,0.12113,0.039,0.1341,1.1893,1.1893,0.0956,0.2082,0.012,0.6111,0.74892,0.1239,0.6147,0.007044,0.23644,0.0229,0.11558,0.5908,0.7414,16.1249,981.65,0.0742
2013-09-27,0.6891,0.32832,0.7175,0.8164,0.12087,0.0389,0.1341,1.1935,1.1935,0.0954,0.2081,0.01173,0.6106,0.75271,0.1235,0.6123,0.007002,0.23683,0.0229,0.11496,0.5886,0.7396,16.1103,988.64,0.0733
2013-09-30,0.6889,0.33346,0.7174,0.817,0.12079,0.0389,0.1341,1.1964,1.1964,0.0953,0.2097,0.01182,0.6141,0.75272,0.1229,0.6135,0.006974,0.23686,0.0228,0.11499,0.5888,0.7393,16.0545,982.57,0.0737
2013-10-01,0.6948,0.33361,0.7162,0.8165,0.12077,0.039,0.1341,1.1973,1.1973,0.0953,0.2096,0.01181,0.6123,0.75436,0.1233,0.6118,0.00698,0.23701,0.0229,0.11624,0.5906,0.7393,15.6624,952.05,0.073
2013-10-02,0.6912,0.33599,0.7124,0.8158,0.12032,0.0391,0.1341,1.1948,1.1948,0.095,0.208,0.01184,0.6081,0.75644,0.1225,0.6135,0.006952,0.23728,0.0229,0.11544,0.5899,0.7365,15.999600000000001,969.3,0.0735
2013-10-03,0.6897,0.33276,0.7106,0.8164,0.11997,0.0391,0.1341,1.1863,1.1863,0.0947,0.2068,0.01187,0.6084,0.75499,0.1233,0.609,0.006928,0.23822,0.0228,0.11571,0.5878,0.7343,15.9115,966.98,0.0732
2013-10-04,0.6959,0.33348,0.7164,0.8131,0.12044,0.0391,0.1341,1.1809,1.1809,0.0951,0.2078,0.01201,0.6091,0.75672,0.1235,0.6135,0.006954,0.23811,0.0229,0.11475,0.5917,0.7378,16.0396,967.04,0.0739
2013-10-07,0.6943,0.33387,0.714,0.8156,0.12028,0.0392,0.1341,1.1853,1.1853,0.095,0.2072,0.01194,0.6076,0.76139,0.1234,0.6115,0.006933,0.23807,0.0228,0.11479,0.5901,0.7363,16.4694,974.16,0.0736
2013-10-08,0.6943,0.33326,0.7106,0.8151,0.12035,0.0392,0.1341,1.185,1.185,0.095,0.207,0.01187,0.6077,0.76053,0.1234,0.6107,0.006953,0.23829,0.0227,0.11452,0.5896,0.7367,16.4333,971.75,0.0737
2013-10-09,0.6983,0.33496,0.7113,0.8125,0.12081,0.0391,0.1341,1.1796,1.1796,0.0954,0.2075,0.01196,0.6064,0.75957,0.1233,0.6141,0.006978,0.23825,0.0228,0.11436,0.5916,0.7395,16.1684,965.32,0.0742
2013-10-10,0.6991,0.33922,0.7113,0.8114,0.12093,0.0392,0.1341,1.181,1.181,0.0954,0.2086,0.01211,0.6057,0.75352,0.1225,0.6126,0.006964,0.239,0.023,0.11372,0.5926,0.7396,16.041,952.33,0.0747
2013-10-11,0.699,0.33937,0.7132,0.8098,0.12068,0.0392,0.1341,1.1779,1.1779,0.0952,0.2083,0.01211,0.605,0.74899,0.1231,0.6145,0.006963,0.2386,0.0229,0.11402,0.5927,0.7384,15.7595,939.37,0.0746
2013-10-14,0.6997,0.33787,0.7122,0.8101,0.12066,0.0391,0.1341,1.1785,1.1785,0.0951,0.2088,0.01199,0.609,0.74801,0.1234,0.6163,0.006942,0.23907,0.0228,0.11409,0.5929,0.7375,15.6798,938.35,0.0744
2013-10-15,0.7044,0.33936,0.7121,0.8103,0.12116,0.0391,0.1341,1.1829,1.1829,0.0953,0.2083,0.01199,0.6113,0.75335,0.1228,0.6192,0.006961,0.23956,0.0229,0.11376,0.5946,0.7394,15.797,948.19,0.0741
2013-10-16,0.7057,0.3389,0.7155,0.809,0.12113,0.0389,0.1341,1.1783,1.1783,0.0953,0.2086,0.01205,0.6113,0.74823,0.1232,0.6225,0.006964,0.2401,0.023,0.11398,0.5943,0.7389,15.8208,947.58,0.0749
2013-10-17,0.7046,0.33974,0.7105,0.8103,0.11994,0.039,0.1341,1.182,1.182,0.0943,0.2074,0.01198,0.6101,0.74684,0.1233,0.6204,0.006896,0.23996,0.0229,0.11422,0.5899,0.7313,15.9992,965.45,0.0744
2013-10-18,0.707,0.33667,0.7103,0.8102,0.11983,0.0388,0.1341,1.1812,1.1812,0.0942,0.2064,0.01194,0.6089,0.7475,0.1238,0.6211,0.006897,0.23977,0.0229,0.11382,0.5897,0.7309,16.0226,961.68,0.0746
2013-10-21,0.7056,0.33611,0.7094,0.8104,0.11994,0.0387,0.1341,1.1803,1.1803,0.0943,0.2068,0.01186,0.6074,0.74446,0.1234,0.618,0.006866,0.23959,0.0229,0.11431,0.5887,0.731,16.245,961.95,0.0743
2013-10-22,0.7044,0.33404,0.7054,0.811,0.11909,0.0388,0.1341,1.1781,1.1781,0.0936,0.2064,0.01187,0.6022,0.73942,0.123,0.6178,0.006823,0.24009,0.0229,0.11396,0.5873,0.7256,16.472,972.52,0.0745
2013-10-23,0.6988,0.33141,0.6991,0.8135,0.11928,0.0387,0.1341,1.1733,1.1733,0.0936,0.2062,0.01178,0.6037,0.74542,0.1226,0.6093,0.006817,0.239,0.0229,0.11388,0.5859,0.7259,16.3691,967.93,0.0741
2013-10-24,0.6972,0.32884,0.6952,0.812,0.11914,0.0389,0.1341,1.1739,1.1739,0.0934,0.2056,0.01179,0.6037,0.74482,0.123,0.6054,0.006799,0.23915,0.0228,0.11406,0.5856,0.7246,16.4503,975.82,0.0743
2013-10-25,0.6944,0.33112,0.6933,0.8116,0.11909,0.0389,0.1341,1.1711,1.1711,0.0934,0.2053,0.01179,0.6043,0.74381,0.123,0.5999,0.006839,0.23919,0.0228,0.11467,0.5863,0.7245,16.3336,978.56,0.0737
2013-10-28,0.6944,0.33292,0.6944,0.8098,0.11919,0.0389,0.1341,1.171,1.171,0.0936,0.206,0.01179,0.6039,0.74275,0.123,0.6022,0.006836,0.23911,0.0227,0.11433,0.5862,0.7254,16.3255,981.21,0.0738
2013-10-29,0.6896,0.33304,0.6949,0.8093,0.11945,0.0388,0.1341,1.1674,1.1674,0.0938,0.207,0.01184,0.6041,0.74097,0.1233,0.6007,0.006828,0.23883,0.0227,0.11397,0.5862,0.7275,16.3951,978.54,0.0735
2013-10-30,0.6905,0.33241,0.6947,0.8096,0.11945,0.0389,0.1341,1.1674,1.1674,0.0939,0.2069,0.01187,0.606,0.73902,0.1234,0.6019,0.006815,0.23915,0.0228,0.11391,0.5873,0.728,16.5678,978.89,0.0732
2013-10-31,0.6961,0.32882,0.7057,0.8117,0.12081,0.0388,0.1341,1.1808,1.1808,0.095,0.2088,0.01186,0.6113,0.7485,0.1239,0.6083,0.006894,0.23897,0.0229,0.11357,0.5929,0.7362,16.1327,974.03,0.0733
2013-11-01,0.6997,0.32871,0.7115,0.8127,0.12158,0.0387,0.1341,1.1809,1.1809,0.0957,0.2097,0.01201,0.61,0.75169,0.1242,0.6128,0.006928,0.23817,0.0229,0.11339,0.5966,0.7414,16.2221,975.93,0.0728
2013-11-04,0.7037,0.32933,0.7098,0.8133,0.12135,0.0387,0.1341,1.1816,1.1816,0.0955,0.2095,0.01193,0.609,0.75041,0.1244,0.613,0.00691,0.23918,0.0229,0.11364,0.5956,0.74,16.0241,972.75,0.073
2013-11-05,0.7056,0.32427,0.7098,0.8123,0.12166,0.0387,0.1341,1.1908,1.1908,0.0957,0.2099,0.01193,0.609,0.75344,0.1239,0.6207,0.006916,0.23893,0.0228,0.11372,0.5973,0.7421,16.1111,973.53,0.0724
2013-11-06,0.705,0.32313,0.7103,0.8113,0.12145,0.0388,0.1341,1.19,1.19,0.0955,0.2096,0.01186,0.6088,0.7501,0.1243,0.6199,0.006893,0.23972,0.0228,0.1139,0.5955,0.74,16.1487,975.3,0.0721
2013-11-07,0.7046,0.32293,0.7123,0.8137,0.12233,0.0371,0.1341,1.1996,1.1996,0.0961,0.2107,0.01186,0.6105,0.75974,0.1233,0.6202,0.006944,0.23839,0.023,0.11407,0.5984,0.7452,16.145,974.42,0.0724
2013-11-08,0.702,0.32335,0.7139,0.8118,0.12283,0.0371,0.1341,1.1983,1.1983,0.0965,0.2116,0.01181,0.6102,0.75529,0.1219,0.6174,0.006964,0.23916,0.0229,0.11349,0.6001,0.7481,16.0922,963.86,0.0724
2013-11-11,0.6981,0.31989,0.712,0.8113,0.12245,0.037,0.1341,1.1927,1.1927,0.0962,0.2113,0.01175,0.6081,0.75226,0.1214,0.6156,0.006949,0.2373,0.0227,0.11369,0.5973,0.7459,15.9362,956.92,0.072
2013-11-12,0.6924,0.31936,0.7092,0.8112,0.12218,0.037,0.1341,1.1838,1.1838,0.096,0.2108,0.01165,0.6057,0.74697,0.1202,0.6119,0.006919,0.23776,0.0226,0.11187,0.5957,0.7442,15.4309,943.76,0.0718
2013-11-13,0.694,0.31815,0.7092,0.8117,0.12172,0.0369,0.1341,1.1905999999999999,1.1906,0.0956,0.2103,0.01173,0.6062,0.74715,0.1202,0.6147,0.006901,0.23824,0.0226,0.11159,0.5949,0.7415,15.2903,950.38,0.0721
2013-11-14,0.6922,0.32114,0.7099,0.8107,0.12194,0.0369,0.1341,1.1936,1.1936,0.0958,0.2112,0.01178,0.6084,0.74286,0.1207,0.6147,0.006912,0.23854,0.0228,0.11174,0.5956,0.743,15.4425,956.37,0.0729
2013-11-15,0.6942,0.32032,0.7097,0.8099,0.12162,0.0368,0.1341,1.1943,1.1943,0.0956,0.2104,0.0118,0.611,0.73962,0.1212,0.6175,0.006929,0.23882,0.0227,0.11168,0.5944,0.741,15.4197,955.97,0.0729
2013-11-18,0.6944,0.32718,0.71,0.811,0.12155,0.0369,0.1341,1.1928,1.1928,0.0955,0.2104,0.0119,0.61,0.74046,0.1209,0.6171,0.006897,0.23953,0.0227,0.11204,0.5941,0.7404,15.1176,944.27,0.073
2013-11-19,0.6967,0.3254,0.7055,0.8108,0.12122,0.0365,0.1341,1.1907,1.1907,0.0953,0.2094,0.01186,0.6094,0.73762,0.1212,0.6183,0.006864,0.23912,0.0226,0.11174,0.5939,0.7386,15.0504,942.29,0.0725
2013-11-20,0.6946,0.32786,0.7121,0.8122,0.12212,0.0367,0.1341,1.1984,1.1984,0.096,0.2087,0.01189,0.6104,0.74383,0.1216,0.6155,0.006908,0.23855,0.0226,0.112,0.597,0.7441,14.7852,925.84,0.0733
2013-11-21,0.6849,0.32224,0.7052,0.8126,0.12174,0.0367,0.1341,1.2015,1.2015,0.0957,0.2084,0.01178,0.6086,0.73327,0.1218,0.6086,0.006897,0.23838,0.0225,0.1118,0.5934,0.7418,14.8117,922.08,0.0732
2013-11-22,0.6766,0.32375,0.7015,0.8135,0.12106,0.0367,0.1341,1.1969,1.1969,0.0951,0.2072,0.0118,0.6075,0.7286,0.1216,0.6044,0.00686,0.23837,0.0225,0.11208,0.5901,0.7377,14.6517,917.43,0.0733
2013-11-25,0.6778,0.32319,0.7017,0.8114,0.12142,0.0366,0.1341,1.1952,1.1952,0.0954,0.2086,0.01183,0.6094,0.72766,0.1212,0.6073,0.006857,0.23825,0.0224,0.11261,0.5917,0.7398,14.9807,925.92,0.0733
2013-11-26,0.6724,0.32105,0.6989,0.8128,0.12095,0.0366,0.1341,1.1947,1.1947,0.095,0.208,0.01179,0.6081,0.72749,0.1209,0.6038,0.006806,0.2379,0.0223,0.11205,0.5888,0.7367,14.6338,915.71,0.0727
2013-11-27,0.6686,0.31613,0.6951,0.8114,0.12087,0.0366,0.1341,1.1995,1.1995,0.095,0.2079,0.01178,0.6107,0.72085,0.1206,0.6,0.006806,0.23776,0.0222,0.11194,0.5867,0.7364,14.4745,911.65,0.072
2013-11-28,0.6688,0.31718,0.6946,0.8116,0.12064,0.0365,0.1341,1.2012,1.2012,0.0948,0.2085,0.01181,0.6146,0.7183,0.1207,0.5968,0.006793,0.23823,0.0222,0.11231,0.5853,0.735,14.4841,914.65,0.072
2013-11-29,0.6702,0.31514,0.6932,0.812,0.12074,0.0365,0.1341,1.2044,1.2044,0.0949,0.2089,0.01177,0.6153,0.71821,0.1201,0.5978,0.006784,0.23782,0.0222,0.11234,0.5862,0.7358,14.707699999999999,922.24,0.0723
2013-12-02,0.6724,0.31386,0.6938,0.8127,0.12119,0.0364,0.134,1.2079,1.2079,0.0953,0.2093,0.01187,0.6163,0.71737,0.1207,0.6045,0.0068,0.23804,0.0222,0.11247,0.5879,0.7385,14.1461,900.76,0.0719
2013-12-03,0.6723,0.31066,0.691,0.8137,0.12079,0.0365,0.1341,1.2061,1.2061,0.0949,0.2089,0.01179,0.616,0.71779,0.1207,0.6065,0.006781,0.23795,0.0221,0.11295,0.5875,0.7359,14.0734,900.22,0.0712
